lean_name,spec_theorem,function,verified,date_proven,commit_hash,commit_message
curve25519_dalek.scalar.Scalar.Insts.CoreCmpPartialEqScalar.eq,Curve25519Dalek/Specs/Scalar/Scalar/Eq.lean,curve25519_dalek::scalar::{core::cmp::PartialEq<curve25519_dalek::scalar::Scalar> for curve25519_dalek::scalar::Scalar}::eq,verified,2026-03-23,188f9bef6cfa158c04c09b53679fa2fd59725d6e,scalar (#701)
curve25519_dalek.scalar.Scalar.Insts.CoreConvertFromU128.from,Curve25519Dalek/Specs/Scalar/Scalar/FromU128.lean,curve25519_dalek::scalar::{core::convert::From<u128> for curve25519_dalek::scalar::Scalar}::from,verified,2026-03-23,188f9bef6cfa158c04c09b53679fa2fd59725d6e,scalar (#701)
curve25519_dalek.scalar.Scalar.Insts.CoreConvertFromU16.from,Curve25519Dalek/Specs/Scalar/Scalar/FromU16.lean,curve25519_dalek::scalar::{core::convert::From<u16> for curve25519_dalek::scalar::Scalar}::from,verified,2026-03-23,188f9bef6cfa158c04c09b53679fa2fd59725d6e,scalar (#701)
curve25519_dalek.scalar.Scalar.Insts.CoreConvertFromU32.from,Curve25519Dalek/Specs/Scalar/Scalar/FromU32.lean,curve25519_dalek::scalar::{core::convert::From<u32> for curve25519_dalek::scalar::Scalar}::from,verified,2026-03-23,188f9bef6cfa158c04c09b53679fa2fd59725d6e,scalar (#701)
curve25519_dalek.scalar.Scalar.Insts.CoreConvertFromU64.from,Curve25519Dalek/Specs/Scalar/Scalar/FromU64.lean,curve25519_dalek::scalar::{core::convert::From<u64> for curve25519_dalek::scalar::Scalar}::from,verified,2026-03-23,188f9bef6cfa158c04c09b53679fa2fd59725d6e,scalar (#701)
curve25519_dalek.scalar.Scalar.Insts.CoreConvertFromU8.from,Curve25519Dalek/Specs/Scalar/Scalar/FromU8.lean,curve25519_dalek::scalar::{core::convert::From<u8> for curve25519_dalek::scalar::Scalar}::from,verified,2026-03-23,188f9bef6cfa158c04c09b53679fa2fd59725d6e,scalar (#701)
curve25519_dalek.Shared0Scalar.Insts.CoreOpsArithAddSharedAScalarScalar.add,Curve25519Dalek/Specs/Scalar/Scalar/Add.lean,"curve25519_dalek::scalar::{core::ops::arith::Add<&'a (curve25519_dalek::scalar::Scalar), curve25519_dalek::scalar::Scalar> for &1 (curve25519_dalek::scalar::Scalar)}::add",verified,2026-03-23,188f9bef6cfa158c04c09b53679fa2fd59725d6e,scalar (#701)
curve25519_dalek.Shared0Scalar.Insts.CoreOpsArithMulSharedAScalarScalar.mul,Curve25519Dalek/Specs/Scalar/Scalar/Mul.lean,"curve25519_dalek::scalar::{core::ops::arith::Mul<&'a (curve25519_dalek::scalar::Scalar), curve25519_dalek::scalar::Scalar> for &1 (curve25519_dalek::scalar::Scalar)}::mul",verified,2026-03-23,188f9bef6cfa158c04c09b53679fa2fd59725d6e,scalar (#701)
curve25519_dalek.scalar.Scalar.Insts.CoreOpsArithMulAssignSharedAScalar.mul_assign,Curve25519Dalek/Specs/Scalar/Scalar/MulAssign.lean,curve25519_dalek::scalar::{core::ops::arith::MulAssign<&'a (curve25519_dalek::scalar::Scalar)> for curve25519_dalek::scalar::Scalar}::mul_assign,verified,2026-03-23,188f9bef6cfa158c04c09b53679fa2fd59725d6e,scalar (#701)
curve25519_dalek.Shared0Scalar.Insts.CoreOpsArithNegScalar.neg,Curve25519Dalek/Specs/Scalar/Scalar/Neg.lean,curve25519_dalek::scalar::{core::ops::arith::Neg<curve25519_dalek::scalar::Scalar> for &0 (curve25519_dalek::scalar::Scalar)}::neg,verified,2026-03-23,188f9bef6cfa158c04c09b53679fa2fd59725d6e,scalar (#701)
curve25519_dalek.Shared0Scalar.Insts.CoreOpsArithSubSharedAScalarScalar.sub,Curve25519Dalek/Specs/Scalar/Scalar/Sub.lean,"curve25519_dalek::scalar::{core::ops::arith::Sub<&'a (curve25519_dalek::scalar::Scalar), curve25519_dalek::scalar::Scalar> for &1 (curve25519_dalek::scalar::Scalar)}::sub",verified,2026-03-23,188f9bef6cfa158c04c09b53679fa2fd59725d6e,scalar (#701)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.to_bytes,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/ToBytes.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::to_bytes,verified,2026-03-24,074536e0de997e115294a0efd09e9b6758fa942c,verify: Scalar52 to_bytes_spec (and update other dependent spec theorems) (#637)
